[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserLabApp | INFO] Starting jupyterhub-singleuser server version 0.9.2
[SingleUserLabApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserLabApp | INFO] The Jupyter Notebook is running at:
[SingleUserLabApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/?token=b998a5539ff64b5e89025c0dcc3c6fd4
[SingleUserLabApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserLabApp | CRITICAL] 
    
    Copy/paste this URL into your browser when you connect for the first time,
    to login with a token:
        http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/?token=b998a5539ff64b5e89025c0dcc3c6fd4
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/ -> /user/xiongqiao/tree? (@10.240.1.20) 0.80ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/proj2_part2.ipynb?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=[secret] (@10.240.0.158) 3.95ms
[SingleUserLabApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'created': '2018-11-02T18:20:16.906824Z', 'last_activity': '2018-11-30T06:09:00.930325Z', 'servers': None}
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=[secret]&state=[secret] -> /user/xiongqiao/notebooks/proj2A/proj2_part2.ipynb?redirects=1 (@10.240.0.158) 572.19ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/notebooks/proj2A/proj2_part2.ipynb?redirects=1 (xiongqiao@10.240.0.158) 438.95ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1543558140159 (xiongqiao@10.240.0.158) 4.51ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1543558140160 (xiongqiao@10.240.0.158) 5.81ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?type=notebook&_=1543558140161 (xiongqiao@10.240.0.158) 132.74ms
[SingleUserLabApp | INFO] Kernel started: 17090008-133b-4cee-837e-8eb81444d1fb
[SingleUserLabApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.0.158) 59.53ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb/checkpoints?_=1543558140162 (xiongqiao@10.240.0.158) 10.26ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/nyc_locations.png -> /user/xiongqiao/files/proj2A/figs/nyc_locations.png (xiongqiao@10.240.0.158) 7.87ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/chloro_NY_neighborhoods.png -> /user/xiongqiao/files/proj2A/figs/chloro_NY_neighborhoods.png (xiongqiao@10.240.0.158) 2.75ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/chloro_NY_taxi_zones.png -> /user/xiongqiao/files/proj2A/figs/chloro_NY_taxi_zones.png (xiongqiao@10.240.0.158) 3.81ms
[SingleUserLabApp | INFO] Adapting to protocol v5.1 for kernel 17090008-133b-4cee-837e-8eb81444d1fb
[SingleUserLabApp | INFO] 101 GET /user/xiongqiao/api/kernels/17090008-133b-4cee-837e-8eb81444d1fb/channels?session_id=071b807524554d0498be89bbe86083ec (xiongqiao@10.240.2.49) 573.53ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/time_columns.png -> /user/xiongqiao/files/proj2A/figs/time_columns.png (xiongqiao@10.240.0.158) 2.32ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao -> /user/xiongqiao/tree? (@10.240.0.158) 0.83ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/tree? (xiongqiao@10.240.0.158) 41.83ms
[SingleUserLabApp | INFO] Starting buffering for 17090008-133b-4cee-837e-8eb81444d1fb:071b807524554d0498be89bbe86083ec
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/tree?_=1543558181077 (xiongqiao@10.240.0.158) 4.64ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1543558181078 (xiongqiao@10.240.0.158) 3.27ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543558181079 (xiongqiao@10.240.0.158) 1.13ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1543558181080 (xiongqiao@10.240.0.158) 1.47ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543558181081 (xiongqiao@10.240.0.158) 1.20ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1543558181082 (xiongqiao@10.240.0.158) 11.54ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/nbgrader_version?version=0.6.0.dev&_=1543558181083 (xiongqiao@10.240.0.158) 1.00ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1543558181084 (xiongqiao@10.240.0.158) 1.81ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543558181085 (xiongqiao@10.240.0.158) 1.30ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1543558181086 (xiongqiao@10.240.0.158) 27.54ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A?type=directory&_=1543558181087 (xiongqiao@10.240.0.158) 9.52ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/notebooks/proj2A/proj2_part1.ipynb (xiongqiao@10.240.0.158) 305.39ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1543558205435 (xiongqiao@10.240.0.158) 4.65ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1543558205436 (xiongqiao@10.240.0.158) 2.82ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part1.ipynb?type=notebook&_=1543558205437 (xiongqiao@10.240.0.158) 103.49ms
[SingleUserLabApp | INFO] Kernel started: f4acecb1-ee74-43ed-83d5-6c4bc95e39a7
[SingleUserLabApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.0.158) 28.38ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part1.ipynb/checkpoints?_=1543558205438 (xiongqiao@10.240.0.158) 4.23ms
[SingleUserLabApp | INFO] Adapting to protocol v5.1 for kernel f4acecb1-ee74-43ed-83d5-6c4bc95e39a7
[SingleUserLabApp | INFO] 101 GET /user/xiongqiao/api/kernels/f4acecb1-ee74-43ed-83d5-6c4bc95e39a7/channels?session_id=a9c1fdacf19c45c29241d1b9aa36f91a (xiongqiao@10.240.2.49) 10.79ms
[SingleUserLabApp | WARNING] WebSocket ping timeout after 119815 ms.
[SingleUserLabApp | INFO] Starting buffering for f4acecb1-ee74-43ed-83d5-6c4bc95e39a7:a9c1fdacf19c45c29241d1b9aa36f91a
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1543558181088 (xiongqiao@10.240.1.181) 185.09ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543558181089 (xiongqiao@10.240.1.181) 5.01ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A?type=directory&_=1543558181090 (xiongqiao@10.240.1.181) 9.72ms
[SingleUserLabApp | CRITICAL] received signal 15, stopping
[SingleUserLabApp | INFO] Shutting down 2 kernels
[SingleUserLabApp | INFO] Kernel shutdown: 17090008-133b-4cee-837e-8eb81444d1fb
[SingleUserLabApp | INFO] Kernel shutdown: f4acecb1-ee74-43ed-83d5-6c4bc95e39a7
[SingleUserLabApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserLabApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserLabApp | WARNING] JupyterLab server extension not enabled, manually loading...
[SingleUserLabApp | INFO] JupyterLab extension loaded from /srv/conda/envs/data100/lib/python3.6/site-packages/jupyterlab
[SingleUserLabApp | INFO] JupyterLab application directory is /srv/conda/envs/data100/share/jupyter/lab
[SingleUserLabApp | INFO] Starting jupyterhub-singleuser server version 0.9.2
[SingleUserLabApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserLabApp | INFO] The Jupyter Notebook is running at:
[SingleUserLabApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/?token=55fef9976ccd46e296825914d90ec3e9
[SingleUserLabApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserLabApp | CRITICAL] 
    
    Copy/paste this URL into your browser when you connect for the first time,
    to login with a token:
        http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/?token=55fef9976ccd46e296825914d90ec3e9
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/ -> /user/xiongqiao/tree? (@10.240.1.20) 0.74ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/?redirects=1 -> /user/xiongqiao/tree?redirects=1 (@10.240.0.65) 0.78ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=[secret] (@10.240.0.65) 2.56ms
[SingleUserLabApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'created': '2018-11-02T18:20:16.906824Z', 'last_activity': '2018-11-30T18:59:34.059748Z', 'servers': None}
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=[secret]&state=[secret] -> /user/xiongqiao/tree?redirects=1 (@10.240.0.65) 694.52ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/tree?redirects=1 (xiongqiao@10.240.0.65) 64.27ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/tree?_=1543604374578 (xiongqiao@10.240.0.65) 8.25ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1543604374579 (xiongqiao@10.240.0.65) 4.06ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543604374580 (xiongqiao@10.240.0.65) 1.03ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1543604374582 (xiongqiao@10.240.0.65) 1.04ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1543604374581 (xiongqiao@10.240.0.65) 2.25ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1543604374583 (xiongqiao@10.240.0.65) 27.22ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/nbgrader_version?version=0.6.0.dev&_=1543604374584 (xiongqiao@10.240.0.65) 1.06ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A?type=directory&_=1543604374585 (xiongqiao@10.240.1.119) 7.99ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/notebooks/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 407.15ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1543604419878 (xiongqiao@10.240.1.119) 3.46ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1543604419877 (xiongqiao@10.240.1.119) 3.90ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?type=notebook&_=1543604419879 (xiongqiao@10.240.1.119) 138.74ms
[SingleUserLabApp | INFO] Kernel started: 482dcaea-84bd-4d6a-8c8d-dd5b6babe95e
[SingleUserLabApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.1.119) 54.11ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb/checkpoints?_=1543604419880 (xiongqiao@10.240.1.119) 9.41ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/nyc_locations.png -> /user/xiongqiao/files/proj2A/figs/nyc_locations.png (xiongqiao@10.240.1.119) 3.45ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/time_columns.png -> /user/xiongqiao/files/proj2A/figs/time_columns.png (xiongqiao@10.240.1.119) 3.38ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/chloro_NY_neighborhoods.png -> /user/xiongqiao/files/proj2A/figs/chloro_NY_neighborhoods.png (xiongqiao@10.240.1.119) 3.17ms
[SingleUserLabApp | INFO] 302 GET /user/xiongqiao/notebooks/proj2A/figs/chloro_NY_taxi_zones.png -> /user/xiongqiao/files/proj2A/figs/chloro_NY_taxi_zones.png (xiongqiao@10.240.1.119) 3.18ms
[SingleUserLabApp | INFO] Adapting to protocol v5.1 for kernel 482dcaea-84bd-4d6a-8c8d-dd5b6babe95e
[SingleUserLabApp | INFO] 101 GET /user/xiongqiao/api/kernels/482dcaea-84bd-4d6a-8c8d-dd5b6babe95e/channels?session_id=fdb44e52be47435391eb51e57138f715 (xiongqiao@10.240.0.127) 181.90ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419881 (xiongqiao@10.240.1.119) 2.46ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 162.77ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419882 (xiongqiao@10.240.1.119) 2.86ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 163.54ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419883 (xiongqiao@10.240.1.119) 132.97ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 172.64ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419884 (xiongqiao@10.240.1.119) 2.35ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 160.66ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419885 (xiongqiao@10.240.1.119) 3.04ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 156.35ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419886 (xiongqiao@10.240.1.119) 214.71ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 162.55ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419887 (xiongqiao@10.240.1.119) 2.48ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 157.26ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419888 (xiongqiao@10.240.1.119) 2.87ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 154.50ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419889 (xiongqiao@10.240.1.119) 261.35ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.1.119) 1081.26ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419890 (xiongqiao@10.240.0.189) 2.97ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 152.51ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419891 (xiongqiao@10.240.0.189) 154.92ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 152.71ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419892 (xiongqiao@10.240.0.189) 2.41ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 154.80ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419893 (xiongqiao@10.240.0.189) 2.67ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 158.65ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419894 (xiongqiao@10.240.0.189) 12196.47ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 158.47ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419895 (xiongqiao@10.240.0.189) 2.90ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 183.61ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419896 (xiongqiao@10.240.0.189) 3.25ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 163.38ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419897 (xiongqiao@10.240.0.189) 263.49ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 162.48ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419898 (xiongqiao@10.240.0.189) 2.68ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 159.02ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419899 (xiongqiao@10.240.0.189) 2.34ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 154.72ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419900 (xiongqiao@10.240.0.189) 296.18ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 158.21ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419901 (xiongqiao@10.240.0.189) 3.91ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 152.93ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419902 (xiongqiao@10.240.0.189) 2.69ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 156.44ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419903 (xiongqiao@10.240.0.189) 371.25ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 160.48ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419904 (xiongqiao@10.240.0.189) 3.08ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 163.99ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419905 (xiongqiao@10.240.0.189) 2.94ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 155.47ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419906 (xiongqiao@10.240.0.189) 3.57ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 164.25ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419907 (xiongqiao@10.240.0.189) 2.84ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 164.46ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419908 (xiongqiao@10.240.0.189) 3.15ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 162.05ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419909 (xiongqiao@10.240.0.189) 229.98ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 163.76ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419910 (xiongqiao@10.240.0.189) 4.52ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 161.29ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419911 (xiongqiao@10.240.0.189) 103.69ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 4583.63ms
[SingleUserLabApp | INFO] 201 POST /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb/checkpoints (xiongqiao@10.240.0.189) 1422.65ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419912 (xiongqiao@10.240.0.189) 412.08ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 156.27ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419913 (xiongqiao@10.240.0.189) 2.86ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 169.01ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419914 (xiongqiao@10.240.0.189) 2.93ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 162.41ms
[SingleUserLabApp | INFO] 200 GET /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb?content=0&_=1543604419915 (xiongqiao@10.240.0.189) 2348.93ms
[SingleUserLabApp | INFO] Saving file at /proj2A/proj2_part2.ipynb
[SingleUserLabApp | INFO] 200 PUT /user/xiongqiao/api/contents/proj2A/proj2_part2.ipynb (xiongqiao@10.240.0.189) 169.79ms
